Date,AMZN,BAC,F,AMGN,MSFT,GOOG,AAPL,JPM,WMT,TGT
2021-08-25,164.95899963378906,41.293331146240234,12.822935104370117,214.48402404785156,299.5016784667969,142.9499969482422,147.5332794189453,156.44921875,146.61721801757812,246.64588928222656
2021-08-26,165.8000030517578,41.185569763183594,12.560049057006836,214.3678741455078,296.6059265136719,142.1230010986328,146.71786499023438,157.25616455078125,145.0325469970703,244.4951934814453
2021-08-27,167.48150634765625,41.62641906738281,12.959245681762695,215.63584899902344,297.2306823730469,144.55050659179688,147.77194213867188,158.52005004882812,144.21559143066406,244.7112274169922
2021-08-30,171.07850646972656,40.81328582763672,12.706097602844238,216.9425811767578,301.06854248046875,145.46949768066406,152.26675415039062,155.98257446289062,145.3770294189453,244.88800048828125
2021-08-31,173.5395050048828,40.90146255493164,12.686624526977539,218.2976837158203,299.3727722167969,145.46200561523438,150.9839630126953,155.5061798095703,145.77073669433594,242.55067443847656
2021-09-01,173.9499969482422,40.352840423583984,12.764516830444336,216.1875762939453,299.3231506347656,145.8419952392578,151.66015625,155.28256225585938,145.4557647705078,241.9516143798828
2021-09-02,173.156005859375,40.392234802246094,12.66715145111084,218.71389770507812,298.6488037109375,144.218994140625,152.79380798339844,156.00201416015625,146.2235107421875,241.40167236328125
2021-09-03,173.90249633789062,40.42176818847656,12.550313949584961,219.11073303222656,298.638916015625,144.77499389648438,153.440185546875,155.05894470214844,146.90264892578125,239.92855834960938
2021-09-07,175.46449279785156,40.68764114379883,12.608732223510742,214.24203491210938,297.6868591308594,145.5189971923828,155.81687927246094,154.78672790527344,144.9538116455078,238.36708068847656
2021-09-08,176.27499389648438,40.15590286254883,12.686624526977539,213.787109375,297.7165832519531,144.8834991455078,154.2456817626953,154.09645080566406,145.1408233642578,241.6962890625
2021-09-09,174.20799255371094,40.30360412597656,12.42374038696289,208.666748046875,294.7812194824219,144.9134979248047,153.21148681640625,154.7672882080078,144.11715698242188,241.03829956054688
2021-09-10,173.45750427246094,39.653709411621094,12.345848083496094,206.89544677734375,293.25396728515625,141.92100524902344,148.13990783691406,152.98812866210938,143.59548950195312,240.15443420410156
